comparison_id,openeval_result_id,peer_result_id,openeval_evaluation_type,peer_evaluation_type,openeval_result_type,peer_result_type,comparison_type,comparison,n_openeval,n_peer,n_itx,manuscript_id,version
CMP21,R13,,SUPPORTED,,MINOR,,disjoint,"OpenEval R13 provides extensive validation of biophysical modeling and mechanistic hypothesis (C116-C131) including electric field modeling showing tACS alone insufficient. While peer reviewers accepted the general mechanism, they did not specifically address the detailed biophysical modeling claims.",15.0,,0,elife-104220,v1
CMP22,R15,,SUPPORTED,,MINOR,,disjoint,OpenEval R15 addresses future research recommendations (C142-C144) as logical extensions. No corresponding peer review evaluation found specifically addressing these forward-looking methodological suggestions.,3.0,,0,elife-104220,v1
CMP23,R17,,SUPPORTED,,MINOR,,disjoint,"OpenEval R17 validates extensive background and literature context (C1-C2, C12-C31) as appropriately supported by citations. Peer reviewers did not specifically evaluate these background claims, focusing instead on methods and findings.",22.0,,0,elife-104220,v1
CMP24,R18,,SUPPORTED,,MINOR,,disjoint,"OpenEval R18 addresses broad interpretive synthesis (C86-C87, C90-C92, C103-C105, C108-C113) integrating findings with literature. While peer reviewers accepted individual findings, they did not provide specific evaluation of these synthetic interpretive claims beyond general acceptance.",14.0,,0,elife-104220,v1
CMP1,R5,R5,SUPPORTED,SUPPORTED,MAJOR,MAJOR,agree,"Perfect agreement on claims C36-C39 and C46 regarding in vitro functional assays. Both evaluations find the data SUPPORTED, with OpenEval noting the differential CD4+/CD8+ effects and peer reviewers accepting the findings on altered immune cell populations and disrupted functions.",5.0,5.0,5,elife-96523,v1
CMP2,R4,R4,SUPPORTED,SUPPORTED,MAJOR,MAJOR,agree,"Strong agreement on claims C32-C35 and C56 regarding flow cytometry data showing T cell reductions. Both evaluations find the data SUPPORTED. OpenEval emphasizes the EM-specific nature and statistical rigor, while peer reviewers specifically highlight the 'intriguing' finding of nearly absent CD3+ T cells in CNR2 KO mice as a strength.",6.0,5.0,5,elife-96523,v1
CMP3,R2,R2,SUPPORTED,SUPPORTED,MAJOR,MAJOR,agree,"Strong agreement on bulk RNA sequencing and transcriptomic findings (C19-C26, C73). Both evaluations find the data SUPPORTED. OpenEval notes the well-documented finding of few canonical ECS gene changes despite extensive transcriptomic alterations. Peer reviewers explicitly state the transcriptional profiles support the conclusions and identify the experimental design as a strength.",10.0,12.0,9,elife-96523,v1
CMP4,R6,R6,UNCERTAIN,UNCERTAIN,MAJOR,MAJOR,agree,"Agreement on UNCERTAIN evaluation for IMC data (C40-C43, C7). Both identify limitations: OpenEval cites low biological replicates (n=2-3) and lack of statistical significance for C41, undermining confidence. Peer reviewers note incomplete evidence and specifically request statistical analyses and sample numbers for Figure 7, indicating insufficient data presentation.",5.0,5.0,4,elife-96523,v1
CMP5,R10,R7,SUPPORTED,SUPPORTED,MAJOR,MAJOR,agree,"Both address high-level summary claims C5-C6 about primary findings. OpenEval finds these SUPPORTED as core contributions validated by detailed results. Peer reviewers also find them SUPPORTED, with Reviewer 2 calling the immune-related findings 'a significant advance' and Reviewer 3 noting the study provided 'fundamental knowledge.'",3.0,2.0,2,elife-96523,v1
CMP6,R1,R1,SUPPORTED,UNCERTAIN,MAJOR,MINOR,partial,"Disagreement on targeted mass spectrometry data (C16-C18, C44). OpenEval finds claims SUPPORTED with coherent tissue-specific results. Peer reviewers rate UNCERTAIN, stating 'evidence supporting the authors' claims is incomplete' and noting lack of detailed lesion measurements and histopathology to fully support conclusions about disease progression.",7.0,4.0,4,elife-96523,v1
CMP7,R3,R3,SUPPORTED,SUPPORTED,MAJOR,MAJOR,agree,"Agreement on SUPPORTED evaluation for differential expression and T cell-related findings (C29-C31, C48, C67). OpenEval emphasizes the well-supported downregulation of T cell genes and decidualization-dependent response. Peer reviewers identify immune-related and T-cell-specific changes as 'a significant advance' and highlight differential gene expressions in adaptive immune response as strengths.",10.0,5.0,5,elife-96523,v1
CMP8,R12,R8,SUPPORTED,UNCERTAIN,MINOR,MINOR,partial,"Disagreement on methodological claims C61-C62 regarding experimental timepoint. OpenEval finds these SUPPORTED as appropriately documented methodological details. Peer reviewers rate UNCERTAIN, explicitly stating as a weakness that 'the study was terminated and characterized 7 days after EM induction surgery without the details for selecting the time point,' indicating inadequate justification.",7.0,2.0,2,elife-96523,v1
CMP9,R11,R10,SUPPORTED,UNCERTAIN,MINOR,MINOR,partial,"Disagreement on background claims C74-C75 about decidualization context. OpenEval finds these SUPPORTED as established facts from prior literature that frame the discussion. Peer reviewers rate UNCERTAIN, noting the presentation could cause misunderstanding since 'retrograded menstrual debris is not decidualized,' suggesting clarification needed.",11.0,2.0,2,elife-96523,v1
CMP10,R4,R9,SUPPORTED,UNCERTAIN,MAJOR,MINOR,partial,"Partial overlap on baseline characterization (C78). OpenEval includes C78 in R4 as SUPPORTED context for flow cytometry findings. Peer reviewers address C78-C79 separately as UNCERTAIN in R9, raising major concerns that global KO may affect reproductive function and baseline tissue states, suggesting insufficient baseline characterization.",6.0,2.0,1,elife-96523,v1
CMP11,R7,R2,SUPPORTED,SUPPORTED,MAJOR,MAJOR,agree,"Minimal overlap on claim C45 regarding CNR1 role in decidualization. OpenEval evaluates C45 separately in R7 as SUPPORTED by bulk RNA-seq showing CNR1's prominent role. Peer reviewers include C45 in broader R2 evaluation of transcriptomic data, finding it SUPPORTED as part of overall transcriptional profiling results.",3.0,12.0,1,elife-96523,v1
CMP12,R8,,SUPPORTED,,MINOR,,disjoint,"OpenEval evaluates background claims C1-C3 and C8 as SUPPORTED, well-established facts providing essential context. No corresponding peer review evaluation found for these specific background claims.",4.0,,0,elife-96523,v1
CMP13,R9,,SUPPORTED,,MINOR,,disjoint,"OpenEval evaluates background claims C4, C9-C15 as SUPPORTED by appropriate citations, providing essential rationale context. No corresponding peer review evaluation found for these specific background claims.",8.0,,0,elife-96523,v1
CMP14,R12,R9,SUPPORTED,UNCERTAIN,MINOR,MINOR,partial,"Partial overlap on study limitations (C79). OpenEval includes C79 in R12 with C57-C62 as SUPPORTED methodological transparency and acknowledged limitations. Peer reviewers address C79 in R9 with C78 as UNCERTAIN, emphasizing concerns about inadequate baseline characterization and potential confounding effects of global KO on reproductive function.",7.0,2.0,1,elife-96523,v1
CMP1,R6,R4,SUPPORTED,SUPPORTED,MAJOR,MAJOR,agree,"Both evaluate k-mer GWAS results (C64-C69). OpenEval finds the analysis SUPPORTED with covS frameshift mutations validated by structural predictions. Peer reviewers also find it SUPPORTED, affirming the k-mer methodology as part of the comprehensive GWAS approach that identified Japan-specific mutations.",6.0,6.0,6,elife-101938,v1
CMP2,R15,R8,SUPPORTED,SUPPORTED,MAJOR,MINOR,agree,"Both evaluate MLST analysis and ST646 findings (C120-C126). OpenEval finds SUPPORTED with database searches and phylogenetic data confirming Japan-specificity. Peer reviewers also find SUPPORTED, accepting the MLST findings without challenge.",7.0,7.0,7,elife-101938,v1
CMP3,R9,R6,SUPPORTED,SUPPORTED,MAJOR,MAJOR,agree,"Both evaluate experimental validation of fhuB T218C mutation (C11, C82-C92). OpenEval finds SUPPORTED with statistically significant bactericidal assay results and RNA-seq data, though mechanism remains incompletely explained. Peer reviewers strongly affirm as SUPPORTED, treating this experimental validation as a key strength demonstrating the mutation contributes to invasiveness.",12.0,13.0,12,elife-101938,v1
CMP4,R16,R9,SUPPORTED,SUPPORTED,MINOR,MINOR,agree,"Both evaluate background and epidemiological context (C1-C2, C12-C26, C27-C32). OpenEval finds SUPPORTED with appropriate citations, noting C2's imprecision about 'only half' of infections explained. Peer reviewers find SUPPORTED, accepting the background as established context justifying the study's importance and timeliness.",17.0,23.0,17,elife-101938,v1
CMP5,R4,R2,SUPPORTED,SUPPORTED,MAJOR,MAJOR,agree,"Both evaluate global cohort GWAS results (C51-C58 overlap with C47-C58). OpenEval finds SUPPORTED with appropriate statistical methodology and identification of shared/region-specific variants. Peer reviewers find SUPPORTED, confirming validity and treating covS identification as validation of the GWAS approach.",9.0,12.0,8,elife-101938,v1
CMP6,R5,R3,SUPPORTED,SUPPORTED,MAJOR,MAJOR,agree,"Both evaluate gene presence/absence GWAS (C59-C63, with peer also covering C112-C114). OpenEval finds SUPPORTED with clear documentation of non-invasiveness associations and phage/MGE enrichment. Peer reviewers find SUPPORTED, accepting that invasive phenotypes don't correlate with new gene acquisition.",6.0,8.0,5,elife-101938,v1
CMP7,R7,R5,SUPPORTED,UNCERTAIN,MINOR,MAJOR,partial,"Both evaluate structural predictions for LacE and CovS (C70-C75). OpenEval finds SUPPORTED but notes lacE G554V functional impact remains speculative. Peer reviewers find UNCERTAIN, expressing concern that AlphaFold data doesn't demonstrate why mutations contribute to invasiveness and requesting structural overlays.",6.0,12.0,6,elife-101938,v1
CMP8,R8,R5,SUPPORTED,UNCERTAIN,MAJOR,MAJOR,partial,"Both evaluate FhuB structural analysis (C76-C81). OpenEval finds SUPPORTED with reasonable AlphaFold confidence, though functional consequences remain speculative. Peer reviewers find UNCERTAIN, noting that modification of hydrophobicity in the ferrichrome transporter is not immediately obvious in figures.",7.0,12.0,6,elife-101938,v1
CMP9,R2,R1,SUPPORTED,SUPPORTED,MAJOR,MAJOR,agree,"Both evaluate pan-genome and phylogenetic analyses (C36-C44). OpenEval finds SUPPORTED with clear documentation of core gene counts and cluster assignments. Peer reviewers find SUPPORTED, explicitly affirming the study design and noting compelling evidence for genetic factors linked to invasiveness.",9.0,21.0,9,elife-101938,v1
CMP10,R17,R7,SUPPORTED,UNCERTAIN,MINOR,MAJOR,partial,"Both evaluate methodological approach of single emm-type analysis (C93, C101-C102). OpenEval finds SUPPORTED, describing it as good GWAS practice for reducing population stratification. Peer reviewers find UNCERTAIN, requesting clarification on why this technique yields more information than typical GWAS and whether it identifies unexpected genes.",1.0,3.0,1,elife-101938,v1
CMP11,R1,R1,SUPPORTED,SUPPORTED,MINOR,MAJOR,agree,"Both evaluate cohort construction and sample sizes (C3-C5, C33-C35). OpenEval finds SUPPORTED with consistent reporting and clear methodology. Peer reviewers find SUPPORTED, explicitly affirming the study design with Japanese and global strain comparisons.",6.0,21.0,6,elife-101938,v1
CMP12,R11,R7,SUPPORTED,UNCERTAIN,MAJOR,MAJOR,partial,"OpenEval evaluates integration of prior knowledge with RNA-seq data (C97-C102), finding SUPPORTED though 'synergy' claim is speculative. Peer R7 addresses methodological advantages (C93, C101-C102) with UNCERTAIN evaluation, requesting better explanation of the approach's rationale.",6.0,3.0,2,elife-101938,v1
CMP13,R12,R10,UNCERTAIN,SUPPORTED,MINOR,MINOR,partial,"Both evaluate mechanistic hypotheses in Discussion (C103-C108). OpenEval finds UNCERTAIN, noting hypotheses are plausible but speculative, with free radical hypothesis not directly tested. Peer reviewers find SUPPORTED, not challenging the discussion or interpretation, with concerns resolved in revisions.",6.0,21.0,6,elife-101938,v1
CMP14,R3,R2,SUPPORTED,SUPPORTED,MAJOR,MAJOR,agree,"Both evaluate Japanese cohort GWAS results (C45-C50 overlap with C47-C50). OpenEval finds SUPPORTED with appropriate statistical methodology and well-documented covS deletions. Peer reviewers find SUPPORTED, confirming validity and treating covS findings as validation.",7.0,12.0,4,elife-101938,v1
CMP15,R10,R9,SUPPORTED,SUPPORTED,MINOR,MINOR,agree,"OpenEval evaluates prior CovR/S literature (C27-C32, C94-C96), finding SUPPORTED with appropriate citations. Peer R9 evaluates broader background context (C1-C2, C12-C32), also finding SUPPORTED and accepting the rationale for the study.",9.0,23.0,6,elife-101938,v1
CMP16,R14,R3,SUPPORTED,SUPPORTED,MAJOR,MAJOR,agree,"Both evaluate gene-based GWAS interpretation (C112-C114, with peer also covering C59-C63). OpenEval finds SUPPORTED with reasonable interpretation of phage/MGE enrichment. Peer reviewers find SUPPORTED, accepting that invasive phenotypes don't result from virulence factor acquisition.",8.0,8.0,3,elife-101938,v1
CMP17,R14,R10,SUPPORTED,SUPPORTED,MAJOR,MINOR,agree,"OpenEval evaluates gene-based GWAS results and phage/MGE enrichment (C112-C119). Peer R10 evaluates discussion and interpretation (C94-C119 overlap). Both find SUPPORTED, with peer reviewers noting that revisions improved manuscript clarity.",8.0,21.0,5,elife-101938,v1
CMP18,R11,R10,SUPPORTED,SUPPORTED,MAJOR,MINOR,agree,"OpenEval evaluates integration of prior knowledge with RNA-seq (C97-C102), finding SUPPORTED though synergy is speculative. Peer R10 evaluates discussion broadly (C94-C119), finding SUPPORTED without challenging interpretation.",6.0,21.0,4,elife-101938,v1
CMP19,R13,R10,UNCERTAIN,SUPPORTED,MINOR,MINOR,partial,"OpenEval evaluates vaccine potential claims (C109-C111), finding UNCERTAIN as extrapolation to emm89 is speculative without vaccine experiments. Peer R10 evaluates discussion broadly (including C109-C111), finding SUPPORTED without specific challenge to vaccine claims.",3.0,21.0,3,elife-101938,v1
